3,0
6,1
9,2
12,3
13,4
14,5
17,6
20,7
21,8
23,9
24,10
25,11
28,12
30,13
31,14
32,15
34,16
35,17
36,18
38,19
40,20
41,21
42,22
43,23
44,24
45,25
49,26
55,27
62,28
63,29
67,30
71,31
72,32
73,33
75,34
77,35
78,36
79,37
85,38
86,39
88,40
92,41
94,42
96,43
97,44
99,45
100,46
101,47
103,48
106,49
107,50
108,51
109,52
111,53
112,54
114,55
115,56
117,57
123,58
124,59
125,60
129,61
130,62
132,63
133,64
134,65
136,66
137,67
138,68
141,69
142,70
143,71
144,72
145,73
146,74
147,75
148,76
150,77
151,78
152,79
154,80
156,81
157,82
159,83
160,84
163,85
164,86
165,87
166,88
169,89
170,90
171,91
173,92
174,93
175,94
177,95
178,96
179,97
183,98
184,99
186,100
187,101
188,102
189,103
191,104
192,105
194,106
195,107
197,108
198,109
199,110
201,111
202,112
203,113
205,114
208,115
209,116
210,117
211,118
213,119
217,120
221,121
222,122
223,123
228,124
231,125
234,126
236,127
238,128
239,129
240,130
241,131
242,132
243,133
245,134
247,135
248,136
249,137
250,138
252,139
253,140
257,141
261,142
262,143
263,144
265,145
267,146
268,147
269,148
270,149
272,150
273,151
274,152
275,153
278,154
279,155
281,156
282,157
283,158
285,159
286,160
287,161
289,162
290,163
291,164
292,165
293,166
294,167
295,168
296,169
298,170
302,171
303,172
305,173
307,174
308,175
309,176
310,177
311,178
313,179
314,180
315,181
318,182
320,183
321,184
322,185
323,186
325,187
326,188
328,189
330,190
333,191
338,192
339,193
340,194
342,195
344,196
345,197
346,198
347,199
349,200
350,201
352,202
353,203
354,204
356,205
357,206
359,207
360,208
364,209
365,210
369,211
371,212
372,213
373,214
378,215
379,216
382,217
384,218
388,219
391,220
397,221
398,222
399,223
400,224
402,225
405,226
406,227
407,228
409,229
410,230
413,231
415,232
416,233
417,234
418,235
421,236
423,237
424,238
425,239
426,240
427,241
428,242
429,243
430,244
433,245
434,246
438,247
439,248
440,249
441,250
443,251
445,252
446,253
450,254
452,255
453,256
454,257
456,258
457,259
461,260
462,261
464,262
466,263
468,264
470,265
471,266
472,267
477,268
479,269
480,270
481,271
482,272
487,273
489,274
490,275
491,276
492,277
493,278
497,279
498,280
499,281
500,282
505,283
507,284
508,285
510,286
511,287
513,288
515,289
516,290
517,291
518,292
525,293
527,294
528,295
530,296
533,297
534,298
536,299
539,300
540,301
542,302
543,303
544,304
545,305
546,306
549,307
551,308
553,309
554,310
557,311
559,312
561,313
565,314
568,315
569,316
571,317
575,318
577,319
583,320
584,321
585,322
586,323
588,324
589,325
590,326
591,327
592,328
593,329
594,330
595,331
596,332
599,333
601,334
603,335
604,336
605,337
607,338
609,339
613,340
616,341
618,342
619,343
622,344
625,345
626,346
627,347
628,348
629,349
630,350
631,351
634,352
636,353
638,354
641,355
642,356
650,357
651,358
652,359
653,360
654,361
657,362
663,363
664,364
665,365
667,366
668,367
670,368
671,369
672,370
673,371
674,372
676,373
678,374
679,375
680,376
682,377
683,378
684,379
689,380
695,381
697,382
698,383
699,384
700,385
702,386
703,387
705,388
707,389
708,390
710,391
712,392
714,393
715,394
716,395
717,396
719,397
720,398
721,399
722,400
723,401
726,402
728,403
731,404
733,405
734,406
735,407
736,408
738,409
739,410
740,411
741,412
745,413
747,414
749,415
751,416
752,417
754,418
755,419
757,420
761,421
765,422
768,423
771,424
772,425
773,426
774,427
776,428
780,429
781,430
782,431
784,432
785,433
790,434
791,435
792,436
793,437
794,438
796,439
797,440
798,441
805,442
806,443
811,444
813,445
816,446
818,447
819,448
820,449
823,450
824,451
827,452
831,453
832,454
835,455
837,456
840,457
841,458
843,459
849,460
854,461
856,462
857,463
859,464
862,465
864,466
865,467
867,468
870,469
874,470
878,471
880,472
881,473
883,474
884,475
885,476
887,477
888,478
889,479
890,480
893,481
894,482
895,483
896,484
897,485
899,486
900,487
902,488
904,489
906,490
907,491
908,492
909,493
910,494
912,495
914,496
918,497
919,498
921,499
922,500
923,501
924,502
925,503
927,504
929,505
930,506
931,507
932,508
933,509
935,510
936,511
937,512
938,513
944,514
946,515
947,516
949,517
950,518
952,519
953,520
956,521
957,522
960,523
961,524
969,525
970,526
971,527
975,528
976,529
977,530
980,531
981,532
984,533
985,534
989,535
992,536
993,537
995,538
998,539
1000,540
1002,541
1003,542
1004,543
1005,544
1006,545
1008,546
1009,547
1012,548
1013,549
1014,550
1017,551
1019,552
1020,553
1021,554
1026,555
1029,556
1030,557
1033,558
1034,559
1037,560
1038,561
1039,562
1040,563
1041,564
1042,565
1044,566
1045,567
1046,568
1047,569
1048,570
1049,571
1050,572
1053,573
1054,574
1056,575
1062,576
1064,577
1066,578
1067,579
1068,580
1072,581
1075,582
1079,583
1083,584
1085,585
1088,586
1092,587
1093,588
1094,589
1095,590
1096,591
1097,592
1098,593
1102,594
1103,595
1104,596
1105,597
1107,598
1108,599
1110,600
1111,601
1113,602
1114,603
1115,604
1116,605
1117,606
1118,607
1119,608
1120,609
1121,610
1122,611
1123,612
1124,613
